name,mse,r2,score
Random Forest,0.19318811100793287,0.4475652741157061,2.3167330110563986
SVR,0.1921618744751754,0.4866803844689569,2.53265839437796
XGBoost,0.20812752625082293,0.40484498599073593,1.9451775230482526
